总运行时间: 36.65秒

按总时间排序:
==================================================
         12294852 function calls (12199946 primitive calls) in 35.562 seconds

   Ordered by: internal time
   List reduced from 1651 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/datetime.py:1311(time)
        3    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_vehicletype.py:28(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:1694(URLopener)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_vehicletype.py:25(VTypeDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1490(TraCIStageVector)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_lane.py:55(LaneDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:6943(rerouter)
       43    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/_compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/calendar.py:52(_localized_month)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:227(IntVector)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1805(TraCISignalConstraintVector)
       39    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/collections/__init__.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:817(TraCIDoubleList)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/net/netshiftadaptor.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ssl.py:1000(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_busstop.py:25(__init__)
       16    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:806(__members__)
        3    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_parser.py:903(_parse_flags)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/statistics.py:87(Statistics)
        1    0.000    0.000    0.000    0.000 {built-in method libsumo._libsumo.SwigPyIterator_swigregister}
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ssl.py:845(SSLObject)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/__init__.py:216(<dictcomp>)
       13    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/encodings/__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/http/client.py:108(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1217(TraCIStage)
       41    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:798(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/compat/_inspect.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/__editable___sumo_rl_1_4_5_finder.py:61(find_spec)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:122(StringVector)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/connection.py:66(Connection)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/net/roundabout.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_internal.py:917(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1385(TraCILogicVector)
       23    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/overrides.py:217(array_function_from_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:360(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1720(ArgumentParser)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/random.py:800(getrandbits)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_edge.py:25(EdgeDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:1329(make_mask_descr)
       10    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/etree/ElementTree.py:537(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/_iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/vehicletype.py:32(_FixDistribution)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:541(StringDoublePairVector)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ctypes/__init__.py:439(LibraryLoader)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:876(TraCIPhaseVector)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1096(TraCIVehicleDataVectorWrapped)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1141(TraCINextStopData)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/saxutils.py:227(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1349(TraCIJunctionFoe)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1184(TraCIBestLanesData)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/encodings/utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/statistics.py:41(_ExtremeType)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:999(TraCILogicVectorWrapped)
       77    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/signal.py:16(<lambda>)
       19    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:1652(_simple_enum)
       78    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/datetime.py:573(timedelta)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_overheadwire.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/tempfile.py:857(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ctypes/__init__.py:321(CDLL)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/fileinput.py:171(FileInput)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/__init__.py:253(escape)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_parkingarea.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/etree/ElementTree.py:126(Element)
       14    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:70(_is_internal_class)
        6    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/index_tricks.py:313(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_person.py:93(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/net/lane.py:109(Lane)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/vehicletype.py:289(CreateMultiVehTypeDistributions)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_vehicle.py:271(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1700(TraCIReservationVector)
       20    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:1257(value)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:463(IntStringPair)
        5    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/net/node.py:22(Node)
        4    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/getlimits.py:692(max)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1595(TraCINextStopDataVector)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_inductionloop.py:41(InductionLoopDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:701(TraCIRoadPosition)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_calibrator.py:23(CalibratorDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/_pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/_policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/gettext.py:324(GNUTranslations)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_chargingstation.py:24(ChargingStationDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:1080(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/stop.py:8(Stop)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:489(IntIntPair)
        2    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:965(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/getlimits.py:364(finfo)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:1588(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/_datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:2139(FancyURLopener)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_inductionloop.py:43(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/net/connection.py:24(Connection)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_multientryexit.py:23(MultiEntryExitDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:56(_SwigNonDynamicMeta)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/string.py:57(Template)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/net/__init__.py:53(TLS)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_lanearea.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_type_aliases.py:41(<setcomp>)
        6    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/exceptions.py:28(deprecated)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:2399(ftpwrapper)
       14    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumo/__init__.py:27(_makefunc)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_gui.py:31(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/index_tricks.py:110(nd_grid)
       22    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/__init__.py:81(wrapAsClassMethod)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_lane.py:57(__init__)
       10    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/_policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:441(_setdef)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:62(SwigPyIterator)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/random.py:103(Random)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_busstop.py:23(BusStopDomain)
        6    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/signal.py:51(decorator)
       20    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/compat/_inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_poi.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1110(TraCINextTLSData)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/fpdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_trafficlight.py:175(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/json/decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1240(TraCIReservation)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_calibrator.py:25(__init__)
        9    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/_pytesttester.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_junction.py:25(JunctionDomain)
        5    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:426(__init__)
       18    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_add_newdocs_scalars.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/arrayprint.py:905(FloatingFormat)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:831(TraCIIntList)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:737(TraCIPositionVector)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/etree/ElementTree.py:1518(XMLParser)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/etree/ElementTree.py:526(ElementTree)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1043(TraCIConnection)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_chargingstation.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/urllib/request.py:834(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/header.py:408(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/xmlreader.py:278(AttributesImpl)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:437(StringStringPair)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_simulation.py:242(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1313(TraCISignalConstraint)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_vehicletype.py:479(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:730(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_edge.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/exceptions.py:69(TraCIException)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/vehicletype.py:185(CreateVehTypeDistribution)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/save_data.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/compat/_inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/extras.py:1519(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/tempfile.py:433(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:859(TraCIPhase)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_polygon.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_vehicletype.py:476(VehicleTypeDomain)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_variablespeedsign.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1107(_HelpAction)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1277(TraCICollision)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/colorsys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_junction.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/output/convert/trj.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:1335(TraCISignalConstraintVectorWrapped)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/json/decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:797(_DomainCheckInterval)
